feature_id	raw_id	raw_name	mz	rt	class	sub_class
Metabolite_M301T573	M301T573	Eicosapentaenoic acid	301.2164	573	Fatty Acyls	Fatty acids and conjugates
Metabolite_M309T347_2	M309T347_2	13(S)-Hydroperoxylinolenic acid	309.2062	347.3	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M435T376	M435T376	7-ketolithocholic acid	435.2739	376	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M313T414	M313T414	FA 18_1;O2	313.2374	414		
Metabolite_M319T482	M319T482	8,9-DiHETrE	319.2268	481.9	Fatty Acyls	Eicosanoids
Metabolite_M447T583	M447T583	16-feruloyloxypalmitate	447.2737	583		
Metabolite_M407T346_2	M407T346_2	Cholic acid	407.2789	346.2	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M327T592_1	M327T592_1	Docosahexaenoic acid	327.2318	591.8	Fatty Acyls	Fatty acids and conjugates
Metabolite_M331T295	M331T295	FA 20_5;O3	331.1903	294.6		
Metabolite_M149T548	M149T548	Hydrocinnamic acid	149.0097	547.7	Phenylpropanoic acids	
Metabolite_M405T358	M405T358	Cortisone	405.1904	358.1	Steroids and steroid derivatives	Hydroxysteroids
Metabolite_M395T364_1	M395T364_1	Pregnenolone sulfate	395.1883	363.7	Steroids and steroid derivatives	Sulfated steroids
Metabolite_M311T400	M311T400	13-L-Hydroperoxylinoleic acid	311.2216	399.7	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M293T444	M293T444	FA 18_2;O2	293.2111	443.9		
Metabolite_M237T344	M237T344	L-Homoserine	237.1083	344.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M333T347	M333T347	Androstanedione	333.2058	347	Steroids and steroid derivatives	Androstane steroids
Metabolite_M334T333	M334T333	Prostaglandin E2	334.1898	332.5	Fatty Acyls	Eicosanoids
Metabolite_M101T52	M101T52	Succinic acid semialdehyde	101.0241	51.7	Fatty Acyls	Fatty acids and conjugates
Metabolite_M498T353_2	M498T353_2	Taurochenodesoxycholic acid	498.2874	353.5	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M661T42_2	M661T42_2	UDP-alpha-D-GlcNAc3NAcA	661.0773	41.8		
Metabolite_M579T588	M579T588	adonirubin	579.3869	587.5		
Metabolite_M636T44_1	M636T44_1	UDP-N-acetyl-beta-L-fucosamine	636.0819	43.6		
Metabolite_M191T40	M191T40	FA 6_2;O5	191.0188	40		
Metabolite_M380T614	M380T614	isopentenyl adenosine	380.1594	614.3	Purine nucleosides	
Metabolite_M462T44	M462T44	Adenylsuccinic acid	462.0645	44.1	Benzene and substituted derivatives	Biphenyls and derivatives
Metabolite_M353T335	M353T335	Prostaglandin F2alpha	353.2316	334.8	Fatty Acyls	Eicosanoids
Metabolite_M475T485	M475T485	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-HOCA)	475.304	484.9	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M464T300	M464T300	Glycohyocholic acid	464.2993	299.7	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M750T575_2	M750T575_2	nonaprenyl-4-hydroxybenzoate	749.5837	575.4		
Metabolite_M101T641	M101T641	Acrolein	100.9337	640.7	Organooxygen compounds	Carbonyl compounds
Metabolite_M528T301_2	M528T301_2	dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose	528.2607	300.6		
Metabolite_M448T347_2	M448T347_2	Glycohyodeoxycholic acid	448.3043	347.3	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M459T466_2	M459T466_2	2-Methoxy-estradiol-17b 3-glucuronide	459.1998	465.8	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M201T283	M201T283	2,6-Dioxo-6-phenylhexanoate	201.0029	282.5		
Metabolite_M527T256_2	M527T256_2	6-Oxokanamycin C	527.2237	256.2		
Metabolite_M438T52	M438T52	Flavin mononucleotide	438.0735	52.4	Flavin nucleotides	
Metabolite_M213T255	M213T255	Phosphoenolpyruvic acid	212.9792	255.4	Organic phosphoric acids and derivatives	Phosphate esters
Metabolite_M479T441	M479T441	26-Hydroxyecdysone	479.2983	441.4		
Metabolite_M101T689	M101T689	Iron	100.9338	689	Homogeneous transition metal compounds	
Metabolite_M377T493	M377T493	delta-Tocotrienol	377.2825	493.2	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M173T33	M173T33	2-Isopropyl-3-oxosuccinate	173.0467	33.4	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M381T487	M381T487	Prostaglandin A1	381.2308	487.2	Fatty Acyls	Eicosanoids
Metabolite_M405T444	M405T444	7-Ketodeoxycholic acid	405.2619	443.7	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M479T410	M479T410	Brassinolide	479.3412	409.6		
Metabolite_M397T454	M397T454	Prostaglandin I2	397.226	453.9	Fatty Acyls	Eicosanoids
Metabolite_M514T331	M514T331	Taurocholate	514.2881	330.7	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M179T93	M179T93	9-Fluorenone	179.0548	92.8		
Metabolite_M377T351	M377T351	11,20-Dihydroxysugiol	377.1998	350.9		
Metabolite_M345T381	M345T381	(10S)-Juvenile hormone III diol phosphate	345.1446	380.9		
Metabolite_M461T362	M461T362	beta-Carotinal	461.3099	361.8	Prenol lipids	Triterpenoids
Metabolite_M522T446_1	M522T446_1	Psychosine sulfate	522.2699	446.1	Sphingolipids	Glycosphingolipids
Metabolite_M163T45	M163T45	Lumazine	163.0248	45.5	Pteridines and derivatives	
Metabolite_M858T659	M858T659	Megalomicin A	857.5308	659.2		
Metabolite_M274T46_1	M274T46_1	Paraoxon	274.0509	46.2	Benzene and substituted derivatives	Nitrobenzenes
Metabolite_M571T434_3	M571T434_3	Urobilin	571.2974	433.9	Tetrapyrroles and derivatives	Bilirubins
Metabolite_M377T331	M377T331	aurachin B epoxide	377.209	331		
Metabolite_M338T92	M338T92	5-Amino-6-(5'-phosphoribitylamino)uracil	338.0366	91.7	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M189T136	M189T136	Permethric acid	188.9863	135.6		
Metabolite_M174T162	M174T162	naphthalene-1,2,4,8-tetrol	173.9947	162.3		
Metabolite_M167T46	M167T46	Niacinamide	167.0447	45.9	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
Metabolite_M337T476	M337T476	9,10-EOT	337.2052	476		
Metabolite_M297T415	M297T415	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	297.1524	415.3		
Metabolite_M500T472	M500T472	Terpendole C	500.2759	472.3		
Metabolite_M130T139	M130T139	Trans-4-hydroxyproline	130.0861	139.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M375T614	M375T614	Deoxycorticosterone	375.2213	613.9	Steroids and steroid derivatives	Hydroxysteroids
Metabolite_M271T141	M271T141	N-Malonyltryptophan	271.0698	140.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M607T604_2	M607T604_2	Arachidonic acid	607.4672	604	Fatty Acyls	Fatty acids and conjugates
Metabolite_M450T477	M450T477	3-Deoxo-4b-deoxypaxilline	450.2605	476.8		
Metabolite_M621T437_1	M621T437_1	Isotetrandrine	621.3032	437.1		
Metabolite_M238T274	M238T274	1-Carboxy-5-methylphenazine-5-ium	238.0772	274.3		
Metabolite_M583T661	M583T661	bilirubin	583.2502	661.2		
Metabolite_M436T542_1	M436T542_1	Terpendole E	436.2812	541.5		
Metabolite_M187T48	M187T48	1-Hydroxy-2-naphthoic acid	187.042	48.4	Naphthalenes	Naphthalenecarboxylic acids and derivatives
Metabolite_M666T515_1	M666T515_1	UDP-N-acetyl-D-galactosaminuronic acid	666.0521	515.1		
Metabolite_M215T91	M215T91	2-O,3-dimethylflaviolin	215.0327	91.4		
Metabolite_M313T495	M313T495	Sanguinarine	313.0778	495.4	Benzophenanthridine alkaloids	Quaternary benzophenanthridine alkaloids
Metabolite_M227T73_1	M227T73_1	Diisopropylphosphate	227.0665	73.3	Organic phosphoric acids and derivatives	Phosphate esters
Metabolite_M401T512_1	M401T512_1	Xanthoxylol	401.1286	512	Furanoid lignans	
Metabolite_M213T63	M213T63	4-(Glutamylamino) butanoate	213.0857	62.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M134T33	M134T33	Sarcosine	134.0474	33.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M181T71_2	M181T71_2	cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol	181.0697	71.4		
Metabolite_M199T51	M199T51	4-Methylumbelliferyl acetate	199.0378	51.2	Coumarins and derivatives	
Metabolite_M265T415	M265T415	Juvenile hormone III	265.1476	415		
Metabolite_M405T413	M405T413	chrysoplenol D	405.0875	412.5		
Metabolite_M196T51	M196T51	Tauropine	196.0228	50.9		
Metabolite_M180T320	M180T320	Homocysteine	180.0314	319.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M283T138	M283T138	Psilocybine	283.0818	137.7	Indoles and derivatives	Tryptamines and derivatives
Metabolite_M221T344	M221T344	Histamine	221.1548	344.1	Organonitrogen compounds	Amines
Metabolite_M379T614	M379T614	BENZOYLARGININE NITROANILIDE	379.1572	614.3		
Metabolite_M381T627	M381T627	15H-11,12-EETA	381.2331	626.7	Hydroxy acids and derivatives	Medium-chain hydroxy acids and derivatives
Metabolite_M259T262	M259T262	Ifosfamide	259.0096	261.9	Oxazaphosphinanes	Isofamides
Metabolite_M236T46	M236T46	Nicotinamide riboside	236.0772	46.1	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M377T311	M377T311	7-Methylguanosine 5'-phosphate	377.0693	311.3	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M464T513_2	M464T513_2	jadomycin A	464.1287	512.6		
Metabolite_M239T425	M239T425	5-Hydroxyconiferaldehyde	239.0595	425.1		
Metabolite_M224T278	M224T278	4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoic acid	224.0209	278		
Metabolite_M243T243	M243T243	Carbapenem biosynthesis intermediate 2	243.0774	242.7		
Metabolite_M325T51	M325T51	13-Hydroxyabscisic acid	325.1246	50.8	Prenol lipids	Sesquiterpenoids
Metabolite_M171T52	M171T52	3-dehydroshikimate	171.0274	51.7		
Metabolite_M165T66	M165T66	Phosphohydroxypyruvic acid	164.957	66	Organooxygen compounds	Carbonyl compounds
Metabolite_M239T594	M239T594	Coniferaldehyde	239.0597	594.3	Phenols	Methoxyphenols
Metabolite_M277T271	M277T271	Crocetindial	277.1556	271		
Metabolite_M231T317	M231T317	5-Hydroxyxanthotoxin	231.0334	316.8		
Metabolite_M467T252	M467T252	Ent-8alpha-hydroxylabd-13-en-15-yl diphosphate	467.1896	252.3		
Metabolite_M437T408_1	M437T408_1	Chenodeoxycholic acid	437.284	407.5	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M367T580	M367T580	Cyclooctatin	367.2432	580.2		
Metabolite_M293T73_2	M293T73_2	1-Deoxy-11-oxopentalenate	293.1441	72.7		
Metabolite_M217T49	M217T49	cis-1,2-Dihydroxy-1,2-dihydrodibenzothiophene	217.0294	49.1		
Metabolite_M281T542	M281T542	FA 18_0;O	281.2532	542.5		
Metabolite_M330T42_2	M330T42_2	N-(5-Phospho-D-ribosyl)anthranilate	330.033	42.1		
Metabolite_M201T293	M201T293	L-Erythritol 1-phosphate	201.0227	293.1		
Metabolite_M748T624	M748T624	ecdysone palmitate	747.5542	623.8		
Metabolite_M567T282	M567T282	Chenodeoxycholic acid-3-β-D-glucuronide	567.327	282.3	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M229T302	M229T302	5-Hydroxyisourate	229.0176	301.7	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M241T122	M241T122	Dihydroshikonofuran	241.1193	122.5		
Metabolite_M198T47	M198T47	3-Phospho-D-erythronate	197.9731	46.7		
Metabolite_M463T394	M463T394	Thymidine 5'-triphosphate	462.9633	394	Pyrimidine nucleotides	Pyrimidine deoxyribonucleotides
Metabolite_M190T73_dup_1	M190T73	xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid	190.0543	73.1	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M353T308	M353T308	2'-Deoxyuridine 5'-monophosphate disodium salt	353.0327	307.7	Pyrimidine nucleotides	Pyrimidine deoxyribonucleotides
Metabolite_M218T44	M218T44	3-Dimethylallyl-4-hydroxymandelic acid	218.067	44.4		
Metabolite_M355T43	M355T43	D-Ribose 2,5-bisphosphate	354.9903	42.8		
Metabolite_M334T330	M334T330	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	334.0494	330.3	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M321T299	M321T299	Thymidine-5'-monophosphoric acid	321.0431	298.6	Pyrimidine nucleotides	Pyrimidine deoxyribonucleotides
Metabolite_M279T637	M279T637	18-Hydroxyoleic acid	279.2275	636.6		
Metabolite_M433T363	M433T363	3-Demethylstaurosporine	433.2582	362.5		
Metabolite_M241T65	M241T65	Pinostilbene	241.0918	64.5		
Metabolite_M177T432	M177T432	2-Ethoxy-5-(1-propenyl)phenol	177.0921	431.7	Phenol ethers	
Metabolite_M157T360	M157T360	Pelargonic acid	157.1234	360.5	Fatty Acyls	Fatty acids and conjugates
Metabolite_M202T72	M202T72	beta-N-Acetylglucosamine	202.0721	72.1	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M191T155	M191T155	Oxoamide	191.0561	154.8	Organooxygen compounds	Carbonyl compounds
Metabolite_M219T105	M219T105	3-Indoleacetaldoxime	219.0775	104.6		
Metabolite_M219T188	M219T188	Phosphoramide mustard	218.9969	187.6	Organonitrogen compounds	Nitrogen mustard compounds
Metabolite_M205T551	M205T551	4-(1,1,3,3-Tetramethylbutyl)-phenol	205.1598	550.7	Benzene and substituted derivatives	Phenylpropanes
Metabolite_M203T236	M203T236	(2xi,3xi,6E)-3,7-Dimethyl-6-octene-1,2,3,8-tetrol	203.1289	236.4	Prenol lipids	Monoterpenoids
Metabolite_M204T110	M204T110	Pantothenol	204.1241	109.9	Fatty Acyls	Fatty amides
Metabolite_M333T42	M333T42	3,3',4',5,6,7,8-Heptahydroxyflavone	333.022	42.1	Flavonoids	Flavones
Metabolite_M217T201	M217T201	3-hydroxybenzoic acid-3-O-sulphate	216.9812	200.7	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M217T105	M217T105	4-hydroxybenzoic acid-4-O-sulphate	216.9812	104.9		
Metabolite_M203T245	M203T245	O-methoxycatechol-O-sulphate	203.002	244.9	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M203T194	M203T194	3-Methoxyphenol sulfate	203.002	194.5	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M239T332	M239T332	6-Hydroxyflavanone	239.0673	331.6		
Metabolite_M331T645	M331T645	Adrenic acid	331.2643	645.4	Fatty Acyls	Fatty acids and conjugates
Metabolite_M214T243	M214T243	3-Hydroxyanthranilic acid	214.1449	243.3	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M286T46	M286T46	(S)-Chiral alcohol	286.0608	46.1		
Metabolite_M201T73	M201T73	Cis-zeatin	201.0768	72.8		
Metabolite_M226T278	M226T278	N1-Acetylspermine	226.0179	278.4	Carboxylic acids and derivatives	Carboxylic acid derivatives
Metabolite_M277T250	M277T250	3,5-dimethoxy-4-(sulfooxy)benzoic acid	277.0023	250	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M151T118	M151T118	Mandelic acid	151.0401	118.4	Benzene and substituted derivatives	
Metabolite_M158T84	M158T84	3-Dehydrocarnitine	158.0823	83.5	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M183T244	M183T244	2,3-Dinitrophenol	183.139	243.5	Phenols	Nitrophenols
Metabolite_M199T282	M199T282	Tyramine-O-sulfate	199.007	282.5	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M149T44	M149T44	Tartaric acid	149.0092	44.4	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M223T433	M223T433	Pterocarpan	223.1339	433.5	Isoflavonoids	Furanoisoflavonoids
Metabolite_M222T301	M222T301	bufexamac	222.1135	300.7		
Metabolite_M245T343	M245T343	3-[3-(Sulfooxy)phenyl]propanoic acid	244.9081	343.1	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M498T333	M498T333	Beloranib	498.2754	333.1	Cinnamic acids and derivatives	Cinnamic acid esters
Metabolite_M189T47	M189T47	3-Hydroxysuberic acid	189.0769	46.8	Hydroxy acids and derivatives	Medium-chain hydroxy acids and derivatives
Metabolite_M113T43	M113T43	L-3-Cyanoalanine	112.9373	42.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M201T91	M201T91	Alanylisoleucine	201.1133	91.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M437T481_2	M437T481_2	Macarpine	437.1138	480.8		
Metabolite_M329T358	M329T358	Bakkenolide C	329.1757	357.9	Prenol lipids	Terpene lactones
Metabolite_M199T72	M199T72	Di-tert-butyl dicarbonate	199.0975	72.1		
Metabolite_M188T73_2	M188T73_2	1-Isothiocyanato-6-(methylthio)hexane	188.0929	73.1	Isothiocyanates	
Metabolite_M187T50	M187T50	Glycylleucine	187.0975	50	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M225T546	M225T546	Myristoleate (14_1n5)	225.1859	545.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M160T48	M160T48	N-Formyl-L-aspartate	160.0616	47.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M194T71	M194T71	Fluciclovine	194.1033	71.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M190T42	M190T42	5-Hydroxyindoleacetic acid	190.0358	42.4	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M212T239	M212T239	Guanadrel	212.0022	238.8	Organooxygen compounds	Ethers
Metabolite_M323T370	M323T370	Dolasetron	323.2214	369.8	Indoles and derivatives	Indolecarboxylic acids and derivatives
Metabolite_M153T73_2	M153T73_2	m-Cresol	153.0558	73	Phenols	Cresols
Metabolite_M200T266	M200T266	Methylisopelletierine	200.1291	266.2	Piperidines	
Metabolite_M142T232	M142T232	Tryptophol	142.0663	231.5	Indoles and derivatives	Indoles
Metabolite_M210T91	M210T91	Phosphocreatine	210.0773	91.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M187T74	M187T74	N2-acetyllysine	187.1087	74.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M213T73	M213T73	Geranic acid	213.1131	72.9	Prenol lipids	Monoterpenoids
Metabolite_M203T47	M203T47	amorpha-4,11-diene	203.1036	46.8		
Metabolite_M243T414	M243T414	2-Tridecanone	243.1964	414.1	Organooxygen compounds	Carbonyl compounds
Metabolite_M561T616_1	M561T616_1	phentolamine	561.2987	615.6		
Metabolite_M163T364	M163T364	2,2-Disulfanylbutanedioic acid	162.9528	363.7	Fatty Acyls	Fatty acids and conjugates
Metabolite_M293T364	M293T364	Serotinose	293.088	363.8	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M167T89	M167T89	6-isopropenyl-3-methyloxepan-2-one	167.0351	89.1		
Metabolite_M629T615_1	M629T615_1	Dapagliflozin 3-o-glucuronide	629.1647	615	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M249T530	M249T530	beta-Elemene	249.1858	530.2	Prenol lipids	Sesquiterpenoids
Metabolite_M427T303	M427T303	beta-Peltatin A methyl ether	427.2136	303.3		
Metabolite_M241T618	M241T618	Pentadecanoic acid	241.2171	618	Fatty Acyls	Fatty acids and conjugates
Metabolite_M255T71	M255T71	Multifidol	255.0872	71.5		
Metabolite_M173T155	M173T155	4-Sulfophenol	173.0454	154.8		
Metabolite_M173T265	M173T265	2-Methyl-3-oxoadipate	173.0454	264.5		
Metabolite_M249T389	M249T389	Gemfibrozil	249.1494	389.3	Phenol ethers	
Metabolite_M151T339	M151T339	RESORCINOL MONOACETATE	151.0402	338.7	Phenol esters	
Metabolite_M112T44	M112T44	D-1-Amino-2-pyrrolidinecarboxylic acid	112.0405	44.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M186T76	M186T76	Bufotenin	186.0926	76.5	Indoles and derivatives	Tryptamines and derivatives
Metabolite_M592T568_2	M592T568_2	Ketospirilloxanthin	592.4042	568.1		
Metabolite_M175T175	M175T175	4-Methylumbelliferone	175.0399	174.9	Coumarins and derivatives	Hydroxycoumarins
Metabolite_M245T73_2	M245T73_2	3-Hydroxydodecanedioic acid	245.1392	72.8	Hydroxy acids and derivatives	Medium-chain hydroxy acids and derivatives
Metabolite_M605T583_1	M605T583_1	P 518	605.4006	583.4		
Metabolite_M455T340	M455T340	5,10-Methenyl-tetrahydrofolate	455.2468	340.3		
Metabolite_M263T372	M263T372	Hulupinic acid	263.1286	371.8		
Metabolite_M613T621_2	M613T621_2	Spheroidene	613.4619	620.9		
Metabolite_M182T75	M182T75	3,5-Dihydroxyphenylglycine	182.0461	75.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M355T596	M355T596	Aacocf3	355.2274	595.6	Organooxygen compounds	Carbonyl compounds
Metabolite_M159T43	M159T43	Pimelic acid	159.0301	43.3	Fatty Acyls	Fatty acids and conjugates
Metabolite_M540T346_1	M540T346_1	Cytochalasin B	540.261	346.3	Cytochalasans	Cytochalasins
Metabolite_M325T292	M325T292	Moracin O	325.2016	291.9	2-arylbenzofuran flavonoids	
Metabolite_M321T55	M321T55	4-Hydroxyifosfamide	321.0175	55.2	Oxazaphosphinanes	Isofamides
Metabolite_M194T140	M194T140	4-Hydroxyhippurate	194.0456	139.6	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M325T452	M325T452	Heneicosylic acid	325.1838	451.9		
Metabolite_M197T283	M197T283	Syringic acid	197.0207	282.6	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M200T47_1	M200T47_1	Cysteine S-sulfate	199.9696	46.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M467T558	M467T558	Ruboxistaurin	467.3075	557.8	Macrolactams	
Metabolite_M165T264	M165T264	3-Hydroxy-1-(4-hydroxyphenyl)-1-propanone	165.0402	263.7	Organooxygen compounds	Carbonyl compounds
Metabolite_M265T291	M265T291	Miroprofen	265.1441	290.9	Azoles	Imidazoles
Metabolite_M282T388	M282T388	2-Undecylpyrrole	282.207	388.4		
Metabolite_M726T617	M726T617	ubiquinone-8	725.5502	617.3	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M293T40	M293T40	p-Coumaryl alcohol 4-O-glucoside	293.0873	39.9		
Metabolite_M379T365	M379T365	5-Methoxytryptamine	379.2146	364.7	Indoles and derivatives	Tryptamines and derivatives
Metabolite_M363T415	M363T415	Allopregnanolone	363.2534	415.5	Steroids and steroid derivatives	Pregnane steroids
Metabolite_M616T558_2	M616T558_2	21,22-Diprenylpaxilline	616.3632	558		
Metabolite_M433T646	M433T646	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al	433.3315	645.9	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M459T615	M459T615	AdoMet	459.3471	615.4		
Metabolite_M283T688	M283T688	(-)-Maackiain	283.2648	688.3		
Metabolite_M561T531	M561T531	6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol	561.3808	530.7	Prenol lipids	Polyprenylphenols
Metabolite_M165T548	M165T548	4-Tert-Butylcatechol	165.0408	547.7	Benzene and substituted derivatives	Phenylpropanes
Metabolite_M455T599	M455T599	Forskolin	455.2296	599.4		
Metabolite_M297T325	M297T325	Artemether	297.1701	324.7	Prenol lipids	Sesquiterpenoids
Metabolite_M587T688_2	M587T688_2	Cinchonidine	587.3404	688		
Metabolite_M295T690	M295T690	Flunixin	295.2636	689.6	Benzene and substituted derivatives	Trifluoromethylbenzenes
Metabolite_M351T483	M351T483	(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol	351.2533	482.7	Prenol lipids	Diterpenoids
Metabolite_M505T269	M505T269	Bemcentinib	505.2634	269	Organonitrogen compounds	Amines
Metabolite_M467T339	M467T339	Sucrose 6-phosphate	467.0818	338.7		
Metabolite_M321T272	M321T272	Zeranol	321.17	271.6	Macrolides and analogues	
Metabolite_M505T560	M505T560	Anadur	505.3335	560.5	Steroids and steroid derivatives	Steroid esters
Metabolite_M465T558_2	M465T558_2	5β-Androstan-3α-ol-17-One Glucosiduronate	465.3055	557.8	Steroids and steroid derivatives	Steroidal glycosides
Metabolite_M719T42_2	M719T42_2	Cgamp	719.0964	42.4		
Metabolite_M437T344_2	M437T344_2	Pinane thromboxane A2	437.0525	343.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M145T72_2	M145T72_2	Dimethylbenzimidazole	145.0615	71.8	Benzimidazoles	
Metabolite_M347T42	M347T42	Ellagic acid	347.0036	41.7	Tannins	Hydrolyzable tannins
Metabolite_M299T528	M299T528	2-Hydroxyoctadecanoic acid	299.2584	528		
Metabolite_M399T385	M399T385	5-(3',4',5'-Trihydroxyphenyl)-gamma-valerolactone-4'-O-glucuronide	398.9356	384.6		
Metabolite_M327T518	M327T518	Ricinine	327.1107	518.3	Pyridines and derivatives	3-pyridinecarbonitriles
Metabolite_M449T270	M449T270	secologanin	449.1289	270.2	Prenol lipids	Terpene glycosides
Metabolite_M449T380_2	M449T380_2	Copal-8-ol diphosphate	449.2533	380.3		
Metabolite_M549T361	M549T361	Protoporphyrinogen IX	549.2843	360.7	Tetrapyrroles and derivatives	Porphyrins
Metabolite_M437T350	M437T350	5,6-Carboxyfluorescein	437.1594	349.9	Benzopyrans	1-benzopyrans
Metabolite_M447T318	M447T318	Pamicogrel	447.274	318.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M395T358	M395T358	Prostaglandin B2	395.1623	358.1	Fatty Acyls	Eicosanoids
Metabolite_M509T579_2	M509T579_2	IB-Meca	509.3286	578.8	Purine nucleosides	
Metabolite_M323T390	M323T390	Quinine	323.2219	390.2	Cinchona alkaloids	
Metabolite_M457T536	M457T536	4a-Formyl-5a-cholesta-8,24-dien-3b-ol	457.2105	535.9	Steroids and steroid derivatives	Cholestane steroids
Metabolite_M401T595	M401T595	Estradiol valerate	401.232	595.4	Steroids and steroid derivatives	Steroid esters
Metabolite_M589T233_1	M589T233_1	Phytoene	589.2274	233	Prenol lipids	Tetraterpenoids
Metabolite_M299T555	M299T555	Dehydroabietic acid	299.2008	554.6		
Metabolite_M321T295	M321T295	D-myo-Inositol 4-phosphate	321.1465	295.2	Organooxygen compounds	Alcohols and polyols
Metabolite_M494T575_2	M494T575_2	Ciraparantag	494.3501	574.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M451T380	M451T380	Diphenoxylate	451.2589	380.3	Benzene and substituted derivatives	Diphenylacetonitriles
Metabolite_M292T56	M292T56	Dihydrobunolol	292.1393	56.2		
Metabolite_M342T441	M342T441	9-Methylundecanoylcarnitine	342.2639	441	Fatty Acyls	Fatty acid esters
Metabolite_M489T635	M489T635	4-Oxo-9-cis-retinoyl-beta-glucuronide	489.357	634.7	Prenol lipids	Terpene glycosides
Metabolite_M293T306	M293T306	Tyrosyl-Leucine	293.1749	306.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
